INPUT-MOL-IDX,INPUT-MOL-SMI,GEN-MOL-SMI,LEAVING-FRAG-SMI,INSERTING-FRAG-SMI,PREDICTED-PROB,LOGP,MW,QED,SA,PROPERTY_CONDITION,CASE
0,c1ccc2nc(COc3ccc(-c4[nH]ncc4-c4ccncn4)cc3)ccc2c1,CN(C)c1nc(COc2ccc(-c3[nH]ncc3-c3ccncn3)cc2)cs1,[14*]c1ccc2ccccc2n1,[14*]c1csc(N(C)C)n1,0.0023680333979427814,3.635200000000002,378.126280196,0.5517843407932501,2.6409002558983907,Mw 0.00 / logP -1.00,case1
0,c1ccc2nc(COc3ccc(-c4[nH]ncc4-c4ccncn4)cc3)ccc2c1,CC(C)(F)c1noc(COc2ccc(-c3[nH]ncc3-c3ccncn3)cc2)n1,[14*]c1ccc2ccccc2n1,[14*]c1nc(C(C)(C)F)no1,0.00236775865778327,3.7003000000000013,380.13970200400007,0.5438825841900606,2.800219510474628,Mw 0.00 / logP -1.00,case1
0,c1ccc2nc(COc3ccc(-c4[nH]ncc4-c4ccncn4)cc3)ccc2c1,Fc1ncc(Cl)c(COc2ccc(-c3[nH]ncc3-c3ccncn3)cc2)n1,[14*]c1ccc2ccccc2n1,[14*]c1nc(F)ncc1Cl,0.002366188447922468,3.6952000000000025,382.07451490400007,0.5292742619024233,2.8038589706014108,Mw 0.00 / logP -1.00,case1
0,c1ccc2nc(COc3ccc(-c4[nH]ncc4-c4ccncn4)cc3)ccc2c1,CNC(=O)c1nn(C)cc1-c1ccc(OCc2ccc3ccccc3n2)cc1,[14*]c1[nH]ncc1-c1ccncn1,[16*]c1cn(C)nc1C(=O)NC,0.0013514477759599686,3.573900000000002,372.15862588,0.5814170113209861,2.256421219876337,Mw 0.00 / logP -1.00,case1
0,c1ccc2nc(COc3ccc(-c4[nH]ncc4-c4ccncn4)cc3)ccc2c1,OCCNc1ccc(-c2ccc(OCc3ccc4ccccc4n3)cc2)nn1,[14*]c1[nH]ncc1-c1ccncn1,[14*]c1ccc(NCCO)nn1,0.0013513278681784868,3.6750000000000025,372.1586258800001,0.5151615649246029,2.1986384992502437,Mw 0.00 / logP -1.00,case1
0,c1ccc2nc(COc3ccc(-c4[nH]ncc4-c4ccncn4)cc3)ccc2c1,OC[C@H](COc1ccc(-c2[nH]ncc2-c2ccncn2)cc1)c1ccccc1,[4*]Cc1ccc2ccccc2n1,[4*]C[C@@H](CO)c1ccccc1,0.0013105886755511165,3.688600000000002,372.15862588,0.5168597841820011,2.9219880947293806,Mw 0.00 / logP -1.00,case1
0,c1ccc2nc(COc3ccc(-c4[nH]ncc4-c4ccncn4)cc3)ccc2c1,Cc1nn(C)c(Cl)c1COc1ccc(-c2[nH]ncc2-c2ccncn2)cc1,[4*]Cc1ccc2ccccc2n1,[4*]Cc1c(C)nn(C)c1Cl,0.0013084544334560633,3.8080200000000017,380.11523684400004,0.5689995771197934,2.610649038761098,Mw 0.00 / logP -1.00,case1
0,c1ccc2nc(COc3ccc(-c4[nH]ncc4-c4ccncn4)cc3)ccc2c1,COc1ccc(C(O)COc2ccc(-c3[nH]ncc3-c3ccncn3)cc2)cc1,[4*]Cc1ccc2ccccc2n1,[4*]CC(O)c1ccc(OC)cc1,0.0013083041412755847,3.654700000000001,388.1535405000001,0.5019218928167224,2.833540300132892,Mw 0.00 / logP -1.00,case1
0,c1ccc2nc(COc3ccc(-c4[nH]ncc4-c4ccncn4)cc3)ccc2c1,NC(COc1ccc(-c2[nH]ncc2-c2ccncn2)cc1)Cc1ccccc1,[4*]Cc1ccc2ccccc2n1,[4*]CC(N)Cc1ccccc1,0.0013083013473078609,3.4825000000000026,371.174610292,0.5190260006469114,2.818508947370713,Mw 0.00 / logP -1.00,case1
0,c1ccc2nc(COc3ccc(-c4[nH]ncc4-c4ccncn4)cc3)ccc2c1,Fc1cnc(F)c(F)c1COc1ccc(-c2[nH]ncc2-c2ccncn2)cc1,[4*]Cc1ccc2ccccc2n1,[4*]Cc1c(F)cnc(F)c1F,0.0013081859797239304,3.9250000000000025,383.09939466400004,0.5287376242826278,2.7808622455173637,Mw 0.00 / logP -1.00,case1
1,c1ccc2nc(COc3ccc(-c4[nH]ncc4-c4ccncn4)cc3)ccc2c1,Fc1ccc(-c2cn[nH]c2-c2ccc(OCc3ccc4ccccc4n3)cc2)o1,[14*]c1ccncn1,[14*]c1ccc(F)o1,0.020899774506688118,5.603000000000003,385.12265497199996,0.42748995682184193,2.5818758338646965,Mw 0.00 / logP 1.00,case1
1,c1ccc2nc(COc3ccc(-c4[nH]ncc4-c4ccncn4)cc3)ccc2c1,C[Si](C)(COCc1ccc2ccccc2n1)c1ccccc1-c1ccncn1,[3*]Oc1ccc(-c2[nH]ncc2[16*])cc1,[3*]OC[Si](C)(C)c1ccccc1[16*],0.006504854187369347,4.3632000000000035,385.1610388860001,0.4627062163436013,2.809995912392493,Mw 0.00 / logP 1.00,case1
1,c1ccc2nc(COc3ccc(-c4[nH]ncc4-c4ccncn4)cc3)ccc2c1,c1cc(-c2cn[nH]c2-c2ccc(OCCC3CCCCCC3)cc2)ncn1,[4*]Cc1ccc2ccccc2n1,[4*]CCC1CCCCCC1,0.004363776184618473,5.273000000000005,362.210661452,0.6065354185436579,2.411360149872209,Mw 0.00 / logP 1.00,case1
1,c1ccc2nc(COc3ccc(-c4[nH]ncc4-c4ccncn4)cc3)ccc2c1,Oc1cc(-c2ccc(OCc3ccc4ccccc4n3)cc2)cc(-c2ccncn2)c1,[14*]c1[nH]ncc1[16*],[16*]c1cc([16*])cc(O)c1,0.003646165831014514,5.643400000000004,405.1477268480001,0.4095767417964778,2.299574606612431,Mw 0.00 / logP 1.00,case1
1,c1ccc2nc(COc3ccc(-c4[nH]ncc4-c4ccncn4)cc3)ccc2c1,c1ccc2nc(COc3ccc([C@@H]4CC[C@@H](c5ccncn5)C4)cc3)ccc2c1,[14*]c1[nH]ncc1[16*],[15*][C@@H]1CC[C@@H]([15*])C1,0.003529296023771167,5.6551000000000045,381.184112356,0.44777157241395793,3.0741495235468586,Mw 0.00 / logP 1.00,case1
