INPUT-MOL-IDX,INPUT-MOL-SMI,GEN-MOL-SMI,LEAVING-FRAG-SMI,INSERTING-FRAG-SMI,PREDICTED-PROB,LOGP,MW,QED,SA,QED_DIFF,SA_DIFF,GEN-MOL-IDX,INPUT-MOL-DOCKED-SCORE,GEN-MOL-DOCKED-SCORE
0,O=C(O)NCC1C(=O)N=C=NC1=O,O=C1N=C=NC(=O)C1CNCc1ccccc1,[1*]C(=O)O,[4*]Cc1ccccc1,0.0004324809415265,0.6330999999999998,229.085126592,0.7697368912560864,3.2438172882769774,0.2287433808392427,-0.906182711723022,0,-6.9,-6.9
0,O=C(O)NCC1C(=O)N=C=NC1=O,O=C1N=C=NC(=O)C1CNc1ccccc1,[1*]C(=O)O,[16*]c1ccccc1,0.0004313476383686,0.9554,215.069476528,0.7630296018272407,3.345475231201176,0.222036091410397,-0.8045247687988235,1,-6.9,-6.8
0,O=C(O)NCC1C(=O)N=C=NC1=O,O=C(NCC1C(=O)N=C=NC1=O)c1ccccc1,[1*]C(=O)O,[1*]C(=O)c1ccccc1,0.0004310226649977,0.2732999999999994,243.064391148,0.7728269740218124,3.1155312630959875,0.2318334636049688,-1.034468736904012,2,-6.9,-7.2
0,O=C(O)NCC1C(=O)N=C=NC1=O,CCCNCC1C(=O)N=C=NC1=O,[1*]C(=O)O,[4*]CCC,0.0004297884879633,-0.1571000000000002,181.085126592,0.4837020385988743,4.04213590385498,-0.0572914718179692,-0.1078640961450192,3,-6.9,-6.7
0,O=C(O)NCC1C(=O)N=C=NC1=O,COC(=O)NCC1C(=O)N=C=NC1=O,[1*]C(=O)O,[1*]C(=O)OC,0.000429358886322,-0.8007000000000002,197.043655704,0.585655164308821,3.962481395408737,0.0446616538919774,-0.1875186045912622,4,-6.9,-7.0
0,O=C(O)NCC1C(=O)N=C=NC1=O,CC(=O)NCC1C(=O)N=C=NC1=O,[1*]C(=O)O,[1*]C(C)=O,0.000429353036452,-1.0206000000000002,181.048741084,0.5527650986781296,4.045770739019815,0.0117715882612859,-0.1042292609801842,5,-6.9,-7.5
0,O=C(O)NCC1C(=O)N=C=NC1=O,CCNCC1C(=O)N=C=NC1=O,[1*]C(=O)O,[4*]CC,0.0004286713083274,-0.5472000000000001,167.069476528,0.5732603732257533,4.277256246722523,0.0322668628089096,0.1272562467225233,6,-6.9,-6.7
0,O=C(O)NCC1C(=O)N=C=NC1=O,CCCCNCC1C(=O)N=C=NC1=O,[1*]C(=O)O,[4*]CCCC,0.0004284794267732,0.2329999999999999,195.100776656,0.5040273994414738,3.874299520603381,-0.0369661109753698,-0.2757004793966189,7,-6.9,-6.2
0,O=C(O)NCC1C(=O)N=C=NC1=O,O=C(O)NCC1C(=O)N=C=NC1=O,[1*]C(=O)O,[1*]C(=O)O,0.0004281596338842,-0.8891000000000002,183.02800564,0.5409935104168436,4.170441508250585,0.0,0.0204415082505855,8,-6.9,-7.1
0,O=C(O)NCC1C(=O)N=C=NC1=O,O=C(O)CNCC1C(=O)N=C=NC1=O,[1*]C(=O)O,[4*]CC(=O)O,0.0004272732476238,-1.4824999999999997,197.043655704,0.5339288831057335,4.054911759781207,-0.0070646273111101,-0.0950882402187929,9,-6.9,-6.6
0,O=C(O)NCC1C(=O)N=C=NC1=O,CCC(=O)NCC1C(=O)N=C=NC1=O,[1*]C(=O)O,[1*]C(=O)CC,0.0004271858197171,-0.6305000000000003,195.064391148,0.6078587659693314,3.922167225368251,0.0668652555524877,-0.2278327746317483,10,-6.9,-6.6
0,O=C(O)NCC1C(=O)N=C=NC1=O,CC(C)NCC1C(=O)N=C=NC1=O,[1*]C(=O)O,[4*]C(C)C,0.0004254298692103,-0.1587000000000002,181.085126592,0.6148732933818548,4.136700409349485,0.0738797829650111,-0.0132995906505142,11,-6.9,-7.0
0,O=C(O)NCC1C(=O)N=C=NC1=O,NC(=O)NCC1C(=O)N=C=NC1=O,[1*]C(=O)O,[1*]C(N)=O,0.0004237221728544,-1.4883999999999995,182.043990052,0.5067539252714969,4.196238870887948,-0.0342395851453467,0.0462388708879482,12,-6.9,-7.3
0,O=C(O)NCC1C(=O)N=C=NC1=O,Cc1ccccc1C(=O)NCC1C(=O)N=C=NC1=O,[1*]C(=O)O,[1*]C(=O)c1ccccc1C,0.0004235391097608,0.5817199999999998,257.080041212,0.8032635697673958,3.177375503756739,0.2622700593505521,-0.9726244962432604,13,-6.9,-7.5
0,O=C(O)NCC1C(=O)N=C=NC1=O,O=C1N=C=NC(=O)C1CNCCc1ccccc1,[1*]C(=O)O,[4*]CCc1ccccc1,0.0004234661173541,0.6755999999999995,243.100776656,0.6101945159287067,3.213816609423868,0.069201005511863,-0.936183390576132,14,-6.9,-6.6
0,O=C(O)NCC1C(=O)N=C=NC1=O,O=C(NCC1C(=O)N=C=NC1=O)Oc1ccccc1,[1*]C(=O)O,[1*]C(=O)Oc1ccccc1,0.0004227584868203,0.6318999999999997,259.059305768,0.8048569532568177,3.25718740506298,0.2638634428399741,-0.8928125949370198,15,-6.9,-6.8
0,O=C(O)NCC1C(=O)N=C=NC1=O,O=C(NCC1C(=O)N=C=NC1=O)Nc1ccccc1,[1*]C(=O)O,[1*]C(=O)Nc1ccccc1,0.0004227223398629,0.6649999999999996,258.07529018,0.7788051989282659,3.126489969165544,0.2378116885114223,-1.0235100308344558,16,-6.9,-6.8
0,O=C(O)NCC1C(=O)N=C=NC1=O,CC(C)CNCC1C(=O)N=C=NC1=O,[1*]C(=O)O,[4*]CC(C)C,0.0004215636872686,0.0888999999999998,195.100776656,0.6460376855320045,3.997319047230599,0.1050441751151608,-0.1526809527694004,17,-6.9,-6.6
0,O=C(O)NCC1C(=O)N=C=NC1=O,CS(=O)(=O)NCC1C(=O)N=C=NC1=O,[1*]C(=O)O,[12*]S(C)(=O)=O,0.0004214291402604,-1.6074999999999997,217.015726704,0.5740055751750305,4.147446905858459,0.0330120647581868,-0.0025530941415405,18,-6.9,-6.8
0,O=C(O)NCC1C(=O)N=C=NC1=O,O=C1N=C=NC(=O)C1CNCc1ccc(F)cc1,[1*]C(=O)O,[4*]Cc1ccc(F)cc1,0.0004212869680486,0.7722,247.07570478,0.7987915230973203,3.2824588649059425,0.2577980126804766,-0.867541135094057,19,-6.9,-7.1
0,O=C(O)NCC1C(=O)N=C=NC1=O,O=C1N=C=NC(=O)C1CNCCO,[1*]C(=O)O,[4*]CCO,0.0004211106861475,-1.574799999999999,183.064391148,0.4064208394995941,4.179889750008827,-0.1345726709172495,0.0298897500088273,20,-6.9,-6.7
0,O=C(O)NCC1C(=O)N=C=NC1=O,O=C1N=C=NC(=O)C1CNS(=O)(=O)c1ccccc1,[1*]C(=O)O,[12*]S(=O)(=O)c1ccccc1,0.0004210878687445,-0.1782000000000003,279.03137676800003,0.7716926756634425,3.2649432831471588,0.2306991652465988,-0.8850567168528407,21,-6.9,-6.9
0,O=C(O)NCC1C(=O)N=C=NC1=O,O=C(NCC1C(=O)N=C=NC1=O)c1cccc(F)c1,[1*]C(=O)O,[1*]C(=O)c1cccc(F)c1,0.0004210567858535,0.4123999999999995,261.054969336,0.7992314130749476,3.2157162875012943,0.258237902658104,-0.9342837124987052,22,-6.9,-7.4
0,O=C(O)NCC1C(=O)N=C=NC1=O,O=C(NCC1C(=O)N=C=NC1=O)c1ccccc1F,[1*]C(=O)O,[1*]C(=O)c1ccccc1F,0.0004206981975585,0.4123999999999994,261.054969336,0.7992314130749476,3.2083386387349675,0.258237902658104,-0.941661361265032,23,-6.9,-7.6
0,O=C(O)NCC1C(=O)N=C=NC1=O,COc1ccc(CNCC2C(=O)N=C=NC2=O)cc1,[1*]C(=O)O,[4*]Cc1ccc(OC)cc1,0.0004206882731523,0.6416999999999997,259.095691276,0.7868697014605709,3.170818174293748,0.2458761910437272,-0.9791818257062516,24,-6.9,-7.0
0,O=C(O)NCC1C(=O)N=C=NC1=O,Cc1cccc(C(=O)NCC2C(=O)N=C=NC2=O)c1,[1*]C(=O)O,[1*]C(=O)c1cccc(C)c1,0.0004206481098663,0.58172,257.080041212,0.8032635697673958,3.183441686630468,0.2622700593505521,-0.966558313369532,25,-6.9,-7.1
