INPUT-MOL-SMI,GEN-MOL-SMI,OLD-FRAG,NEW-FRAG,USED-REPLACEMENT-SMILES,USED-REPLACEMENT-FREQ,LOGP,MW,QED,SA,QED_DIFF,SA_DIFF,INPUT-MOL-IDX,GEN-MOL-IDX,INPUT-MOL-DOCKED-SCORE,GEN-MOL-DOCKED-SCORE
Cc1ccc(C2c3ccc(CCc4ccccc4)cc3CCC2N)cc1,CNCc1ccc(CCc2ccc3c(c2)CCC(N)C3c2ccc(C)cc2)cn1,[*]c1ccccc1,[*]c1ccc(CNC)nc1,[*:1]-[cH0]1:[cH1]:[cH1]:[cH1]:[cH1]:[cH1]:1>>[*:1]-[cH0]1:[cH1]:[cH1]:[cH0](-[CH2]-[NH1]-[CH3]):[nH0]:[cH1]:1,1,4.300020000000004,385.251797992,0.6650880490934821,3.1998344610231757,-0.0294544380005956,0.3998344610231754,0,0,-8.9,-8.9
Cc1ccc(C2c3ccc(CCc4ccccc4)cc3CCC2N)cc1,Cc1ccc(C2c3ccc(CCc4cc(N(C)C)ccn4)cc3CCC2N)cc1,[*]c1ccccc1,[*]c1cc(N(C)C)ccn1,[*:1]-[cH0]1:[cH1]:[cH1]:[cH1]:[cH1]:[cH1]:1>>[*:1]-[cH0]1:[cH1]:[cH0](-[NH0](-[CH3])-[CH3]):[cH1]:[cH1]:[nH0]:1,2,4.646620000000004,385.251797992,0.6952403809704465,3.245328827500071,0.0006978938763687,0.4453288275000711,0,1,-8.9,-8.6
Cc1ccc(C2c3ccc(CCc4ccccc4)cc3CCC2N)cc1,Cc1ccc(C2c3ccc(CCC(=O)N(C)CCCN(C)C)cc3CCC2N)cc1,[*]c1ccccc1,[*]C(=O)N(C)CCCN(C)C,[*:1]-[cH0]1:[cH1]:[cH1]:[cH1]:[cH1]:[cH1]:1>>[*:1]-[CH0](=[OH0])-[NH0](-[CH3])-[CH2]-[CH2]-[CH2]-[NH0](-[CH3])-[CH3],1,3.743120000000001,407.293662804,0.7251330093707119,3.220097418393987,0.0305905222766341,0.4200974183939872,0,2,-8.9,-7.8
Cc1ccc(C2c3ccc(CCc4ccccc4)cc3CCC2N)cc1,Cc1ccc(C2c3ccc(CCNC(C)c4cnccn4)cc3CCC2N)cc1,[*]c1ccccc1,[*]NC(C)c1cnccn1,[*:1]-[cH0]1:[cH1]:[cH1]:[cH1]:[cH1]:[cH1]:1>>[*:1]-[NH1]-[CH1](-[CH3])-[cH0]1:[cH1]:[nH0]:[cH1]:[cH1]:[nH0]:1,1,4.083720000000003,386.24704696,0.6698745325906449,3.4756243600632404,-0.0246679545034328,0.6756243600632406,0,3,-8.9,-8.7
Cc1ccc(C2c3ccc(CCc4ccccc4)cc3CCC2N)cc1,Cc1ccc(C2c3ccc(CCc4cccc(CN)c4)cc3CCC2N)cc1,[*]c1ccccc1,[*]c1cccc(CN)c1,[*:1]-[cH0]1:[cH1]:[cH1]:[cH1]:[cH1]:[cH1]:1>>[*:1]-[cH0]1:[cH1]:[cH1]:[cH1]:[cH0](-[CH2]-[NH2]):[cH1]:1,29,4.644320000000004,370.24089896,0.6870512647013043,3.0308831281206565,-0.0074912223927734,0.2308831281206567,0,4,-8.9,-9.1
Cc1ccc(C2c3ccc(CCc4ccccc4)cc3CCC2N)cc1,Cc1ccc(C2c3ccc(CCC[C@H]4CCCO4)cc3CCC2N)cc1,[*]c1ccccc1,[*]C[C@H]1CCCO1,[*:1]-[cH0]1:[cH1]:[cH1]:[cH1]:[cH1]:[cH1]:1>>[*:1]-[CH2]-[C@H1]1-[CH2]-[CH2]-[CH2]-[OH0]-1,2,4.9021200000000045,349.240564612,0.8328962080403741,3.308809113083755,0.1383537209462964,0.5088091130837551,0,5,-8.9,-8.7
Cc1ccc(C2c3ccc(CCc4ccccc4)cc3CCC2N)cc1,Cc1ccc(C2c3ccc(CCc4ccc(C(=O)C(C)C)cc4)cc3CCC2N)cc1,[*]c1ccccc1,[*]c1ccc(C(=O)C(C)C)cc1,[*:1]-[cH0]1:[cH1]:[cH1]:[cH1]:[cH1]:[cH1]:1>>[*:1]-[cH0]1:[cH1]:[cH1]:[cH0](-[CH0](=[OH0])-[CH1](-[CH3])-[CH3]):[cH1]:[cH1]:1,1,6.024320000000006,411.25621467600007,0.5037331927267771,3.0762140772701816,-0.1908092943673006,0.2762140772701817,0,6,-8.9,-9.6
Cc1ccc(C2c3ccc(CCc4ccccc4)cc3CCC2N)cc1,Cc1ccc(C2c3ccc(CCOC[C@@H]4CCC(=O)N4)cc3CCC2N)cc1,[*]c1ccccc1,[*]OC[C@@H]1CCC(=O)N1,[*:1]-[cH0]1:[cH1]:[cH1]:[cH1]:[cH1]:[cH1]:1>>[*:1]-[OH0]-[CH2]-[C@@H1]1-[CH2]-[CH2]-[CH0](=[OH0])-[NH1]-1,1,3.238120000000001,378.2307282,0.7587105983512941,3.5719726608603555,0.0641681112572163,0.7719726608603557,0,7,-8.9,-9.2
Cc1ccc(C2c3ccc(CCc4ccccc4)cc3CCC2N)cc1,CCCCC[C@@H](C)CCc1ccc2c(c1)CCC(N)C2c1ccc(C)cc1,[*]c1ccccc1,[*][C@H](C)CCCCC,[*:1]-[cH0]1:[cH1]:[cH1]:[cH1]:[cH1]:[cH1]:1>>[*:1]-[C@H1](-[CH3])-[CH2]-[CH2]-[CH2]-[CH2]-[CH3],1,6.549420000000007,363.292600184,0.5287375400967851,3.265464571209205,-0.1658049469972926,0.4654645712092051,0,8,-8.9,-7.5
Cc1ccc(C2c3ccc(CCc4ccccc4)cc3CCC2N)cc1,Cc1ccc(C2c3ccc(CCOCc4ccccc4C)cc3CCC2N)cc1,[*]c1ccccc1,[*]OCc1ccccc1C,[*:1]-[cH0]1:[cH1]:[cH1]:[cH1]:[cH1]:[cH1]:1>>[*:1]-[OH0]-[CH2]-[cH0]1:[cH1]:[cH1]:[cH1]:[cH1]:[cH0]:1-[CH3],2,5.468140000000005,385.24056461200007,0.5712792341925382,3.045078966517681,-0.1232632529015395,0.2450789665176813,0,9,-8.9,-8.2
Cc1ccc(C2c3ccc(CCc4ccccc4)cc3CCC2N)cc1,Cc1ccc(C2c3ccc(CCC4CCSS4)cc3CCC2N)cc1,[*]c1ccccc1,[*]C1CCSS1,[*:1]-[cH0]1:[cH1]:[cH1]:[cH1]:[cH1]:[cH1]:1>>[*:1]-[CH1]1-[CH2]-[CH2]-[SH0]-[SH0]-1,1,5.486720000000005,369.158491864,0.7220596480324732,3.6786670724305344,0.0275171609383955,0.8786670724305345,0,10,-8.9,-8.5
Cc1ccc(C2c3ccc(CCc4ccccc4)cc3CCC2N)cc1,Cc1ccc(C2c3ccc(CCCOc4cccc(C=O)c4)cc3CCC2N)cc1,[*]c1ccccc1,[*]COc1cccc(C=O)c1,[*:1]-[cH0]1:[cH1]:[cH1]:[cH1]:[cH1]:[cH1]:1>>[*:1]-[CH2]-[OH0]-[cH0]1:[cH1]:[cH1]:[cH1]:[cH0](-[CH1]=[OH0]):[cH1]:1,1,5.2245200000000045,399.2198291680001,0.4374299195942311,3.106102931846052,-0.2571125674998466,0.306102931846052,0,11,-8.9,-8.0
Cc1ccc(C2c3ccc(CCc4ccccc4)cc3CCC2N)cc1,Cc1ccc(C2c3ccc(CCCc4ccnc5ccccc45)cc3CCC2N)cc1,[*]c1ccccc1,[*]Cc1ccnc2ccccc12,[*:1]-[cH0]1:[cH1]:[cH1]:[cH1]:[cH1]:[cH1]:1>>[*:1]-[CH2]-[cH0]1:[cH1]:[cH1]:[nH0]:[cH0]2:[cH1]:[cH1]:[cH1]:[cH1]:[cH0]:1:2,1,6.123920000000006,406.24089896,0.4332777292122161,3.1008565482607304,-0.2612647578818616,0.3008565482607306,0,12,-8.9,-8.9
Cc1ccc(C2c3ccc(CCc4ccccc4)cc3CCC2N)cc1,Cc1ccc(C2c3ccc(CCC(=O)c4c(C)cc(C)cc4C)cc3CCC2N)cc1,[*]c1ccccc1,[*]C(=O)c1c(C)cc(C)cc1C,[*:1]-[cH0]1:[cH1]:[cH1]:[cH1]:[cH1]:[cH1]:1>>[*:1]-[CH0](=[OH0])-[cH0]1:[cH0](-[CH3]):[cH1]:[cH0](-[CH3]):[cH1]:[cH0]:1-[CH3],1,6.141180000000007,411.25621467600007,0.5123999208211565,3.1653352552301524,-0.1821425662729212,0.3653352552301525,0,13,-8.9,-8.6
Cc1ccc(C2c3ccc(CCc4ccccc4)cc3CCC2N)cc1,Cc1ccc(C2c3ccc(CCC4CN(C)C4)cc3CCC2N)cc1,[*]c1ccccc1,[*]C1CN(C)C1,[*:1]-[cH0]1:[cH1]:[cH1]:[cH1]:[cH1]:[cH1]:1>>[*:1]-[CH1]1-[CH2]-[NH0](-[CH3])-[CH2]-1,1,3.8946200000000015,334.24089896,0.918824134552963,3.1832193440116683,0.2242816474588852,0.3832193440116684,0,14,-8.9,-8.4
Cc1ccc(C2c3ccc(CCc4ccccc4)cc3CCC2N)cc1,Cc1ccc(C2c3ccc(CCc4nnc(N)s4)cc3CCC2N)cc1,[*]c1ccccc1,[*]c1nnc(N)s1,[*:1]-[cH0]1:[cH1]:[cH1]:[cH1]:[cH1]:[cH1]:1>>[*:1]-[cH0]1:[nH0]:[nH0]:[cH0](-[NH2]):[sH0]:1,3,3.619320000000002,364.172167768,0.7410741796540514,3.297096457537039,0.0465316925599736,0.4970964575370393,0,15,-8.9,-8.3
Cc1ccc(C2c3ccc(CCc4ccccc4)cc3CCC2N)cc1,Cc1ccc(C2c3ccc(CCc4ccc(O)cc4C#N)cc3CCC2N)cc1,[*]c1ccccc1,[*]c1ccc(O)cc1C#N,[*:1]-[cH0]1:[cH1]:[cH1]:[cH1]:[cH1]:[cH1]:1>>[*:1]-[cH0]1:[cH1]:[cH1]:[cH0](-[OH1]):[cH1]:[cH0]:1-[CH0]#[NH0],1,4.762900000000003,382.204513452,0.6831802603309055,3.2762291055352915,-0.0113622267631722,0.4762291055352916,0,16,-8.9,-9.4
Cc1ccc(C2c3ccc(CCc4ccccc4)cc3CCC2N)cc1,Cc1ccc(C2c3ccc(CCc4ccn(C)c(=O)c4)cc3CCC2N)cc1,[*]c1ccccc1,[*]c1ccn(C)c(=O)c1,[*:1]-[cH0]1:[cH1]:[cH1]:[cH1]:[cH1]:[cH1]:1>>[*:1]-[cH0]1:[cH1]:[cH1]:[nH0](-[CH3]):[cH0](=[OH0]):[cH1]:1,3,3.8843200000000015,372.220163516,0.7553629895487021,3.231655628120656,0.0608205024546243,0.431655628120656,0,17,-8.9,-8.8
Cc1ccc(C2c3ccc(CCc4ccccc4)cc3CCC2N)cc1,Cc1ccc(C2c3ccc(CCCCC(O)CO)cc3CCC2N)cc1,[*]c1ccccc1,[*]CCC(O)CO,[*:1]-[cH0]1:[cH1]:[cH1]:[cH1]:[cH1]:[cH1]:1>>[*:1]-[CH2]-[CH2]-[CH1](-[OH1])-[CH2]-[OH1],1,3.466420000000001,353.23547923200005,0.6678861283264697,3.3190522633190094,-0.026656358767608,0.5190522633190096,0,18,-8.9,-7.7
