INPUT-MOL-IDX,INPUT-MOL-SMI,GEN-MOL-SMI,LEAVING-FRAG-SMI,INSERTING-FRAG-SMI,PREDICTED-PROB,LOGP,MW,QED,SA,QED_DIFF,SA_DIFF,GEN-MOL-IDX,INPUT-MOL-DOCKED-SCORE,GEN-MOL-DOCKED-SCORE
0,COC1=C(O)[C@@H](F)C=C[C@H]1[C@H]1CCC[C@H](O)[C@@H]1[C@H](CO)[C@@H]1CC[C@@H](O)C(C(C)C)C1,COC1=C(O)[C@@H](F)C=C[C@H]1[C@H]1CCC[C@H](O)[C@@H]1[C@H](CO)[C@@H]1CC[C@@H](O)C(C(C)C)C1,[8*]C(C)C,[8*]C(C)C,0.0002810243458952,3.7454000000000023,426.278152568,0.4859173197252266,5.380651143432375,0.0,-0.0293488565676254,0,-8.3,-8.4
0,COC1=C(O)[C@@H](F)C=C[C@H]1[C@H]1CCC[C@H](O)[C@@H]1[C@H](CO)[C@@H]1CC[C@@H](O)C(C(C)C)C1,CCC1C[C@H]([C@@H](CO)[C@H]2[C@@H](O)CCC[C@@H]2[C@@H]2C=C[C@H](F)C(O)=C2OC)CC[C@H]1O,[8*]C(C)C,[8*]CC,0.000280931009911,3.499400000000002,412.262502504,0.5015298219736608,5.336287998444302,0.0156125022484341,-0.0737120015556982,1,-8.3,-8.2
0,COC1=C(O)[C@@H](F)C=C[C@H]1[C@H]1CCC[C@H](O)[C@@H]1[C@H](CO)[C@@H]1CC[C@@H](O)C(C(C)C)C1,CCCC1C[C@H]([C@@H](CO)[C@H]2[C@@H](O)CCC[C@@H]2[C@@H]2C=C[C@H](F)C(O)=C2OC)CC[C@H]1O,[8*]C(C)C,[8*]CCC,0.0002809307770803,3.889500000000003,426.278152568,0.4638957980338459,5.317178388623269,-0.0220215216913807,-0.0928216113767312,2,-8.3,-8.1
0,COC1=C(O)[C@@H](F)C=C[C@H]1[C@H]1CCC[C@H](O)[C@@H]1[C@H](CO)[C@@H]1CC[C@@H](O)C(C(C)C)C1,COC1=C(O)[C@@H](F)C=C[C@H]1[C@H]1CCC[C@H](O)[C@@H]1[C@H](CO)[C@@H]1CC[C@@H](O)C(CC(C)C)C1,[8*]C(C)C,[8*]CC(C)C,0.0002808359859045,4.135500000000004,440.293802632,0.4469842461364572,5.348324518082036,-0.0389330735887693,-0.0616754819179643,3,-8.3,-7.9
0,COC1=C(O)[C@@H](F)C=C[C@H]1[C@H]1CCC[C@H](O)[C@@H]1[C@H](CO)[C@@H]1CC[C@@H](O)C(C(C)C)C1,COCC1C[C@H]([C@@H](CO)[C@H]2[C@@H](O)CCC[C@@H]2[C@@H]2C=C[C@H](F)C(O)=C2OC)CC[C@H]1O,[8*]C(C)C,[8*]COC,0.0002808208810165,2.7358000000000016,428.2574171239999,0.4655709972843583,5.345930010495373,-0.0203463224408682,-0.0640699895046275,4,-8.3,-7.5
0,COC1=C(O)[C@@H](F)C=C[C@H]1[C@H]1CCC[C@H](O)[C@@H]1[C@H](CO)[C@@H]1CC[C@@H](O)C(C(C)C)C1,COC1=C(O)[C@@H](F)C=C[C@H]1[C@H]1CCC[C@H](O)[C@@H]1[C@H](CO)[C@@H]1CC[C@@H](O)C(C(C)(C)C)C1,[8*]C(C)C,[8*]C(C)(C)C,0.0002807755081448,4.135500000000004,440.293802632,0.4826965233734624,5.425610297008992,-0.0032207963517641,0.0156102970089913,5,-8.3,-8.5
0,COC1=C(O)[C@@H](F)C=C[C@H]1[C@H]1CCC[C@H](O)[C@@H]1[C@H](CO)[C@@H]1CC[C@@H](O)C(C(C)C)C1,CCCCC1C[C@H]([C@@H](CO)[C@H]2[C@@H](O)CCC[C@@H]2[C@@H]2C=C[C@H](F)C(O)=C2OC)CC[C@H]1O,[8*]C(C)C,[8*]CCCC,0.0002807010314427,4.279600000000004,440.293802632,0.4231415109986759,5.275307460310805,-0.0627758087265507,-0.1346925396891949,6,-8.3,-7.5
0,COC1=C(O)[C@@H](F)C=C[C@H]1[C@H]1CCC[C@H](O)[C@@H]1[C@H](CO)[C@@H]1CC[C@@H](O)C(C(C)C)C1,COC1=C(O)[C@@H](F)C=C[C@H]1[C@H]1CCC[C@H](O)[C@@H]1[C@@H](CO)C1(C(C)C)CCCC1,[15*]C1C[C@H]([15*])CC[C@H]1O,[15*]C1([15*])CCCC1,0.0001836288429331,4.528600000000004,396.267587884,0.5771304628188584,5.236218816850235,0.0912131430936317,-0.1737811831497655,7,-8.3,-7.2
0,COC1=C(O)[C@@H](F)C=C[C@H]1[C@H]1CCC[C@H](O)[C@@H]1[C@H](CO)[C@@H]1CC[C@@H](O)C(C(C)C)C1,COC1=C(O)[C@@H](F)C=C[C@H]1[C@H]1CCC[C@H](O)[C@@H]1[C@@H](CO)C1(C(C)C)CCCCC1,[15*]C1C[C@H]([15*])CC[C@H]1O,[15*]C1([15*])CCCCC1,0.0001836145529523,4.918700000000006,410.283237948,0.5438038365889413,5.183754323079428,0.0578865168637146,-0.2262456769205725,8,-8.3,-7.7
0,COC1=C(O)[C@@H](F)C=C[C@H]1[C@H]1CCC[C@H](O)[C@@H]1[C@H](CO)[C@@H]1CC[C@@H](O)C(C(C)C)C1,COC1=C(O)[C@@H](F)C=C[C@H]1[C@H]1CCC[C@H](O)[C@@H]1[C@@H](CO)C1CC(C(C)C)C1,[15*]C1C[C@H]([15*])CC[C@H]1O,[15*]C1CC([15*])C1,0.0001835816219681,3.9944000000000033,382.25193782,0.6075920338435437,5.115646957179154,0.121674714118317,-0.2943530428208465,9,-8.3,-6.9
0,COC1=C(O)[C@@H](F)C=C[C@H]1[C@H]1CCC[C@H](O)[C@@H]1[C@H](CO)[C@@H]1CC[C@@H](O)C(C(C)C)C1,COC1=C(O)[C@@H](F)C=C[C@H]1[C@H]1CCC[C@H](O)[C@@H]1[C@@H](CO)C1(C(C)C)CCOCC1,[15*]C1C[C@H]([15*])CC[C@H]1O,[15*]C1([15*])CCOCC1,0.0001835254515754,3.7650000000000032,412.262502504,0.5790503414216596,5.285552976925581,0.0931330216964329,-0.1244470230744188,10,-8.3,-7.0
0,COC1=C(O)[C@@H](F)C=C[C@H]1[C@H]1CCC[C@H](O)[C@@H]1[C@H](CO)[C@@H]1CC[C@@H](O)C(C(C)C)C1,COC1=C(O)[C@@H](F)C=C[C@H]1[C@H]1CCC[C@H](O)[C@H]1C[C@H]1CC[C@@H](O)C(C(C)C)C1,[8*]C([8*])CO,[8*]C[8*],0.0001521251833764,4.527000000000005,396.267587884,0.5974379062737694,5.132026044245984,0.1115205865485427,-0.2779739557540166,11,-8.3,-8.5
