INPUT-MOL-IDX,INPUT-MOL-SMI,GEN-MOL-SMI,LEAVING-FRAG-SMI,INSERTING-FRAG-SMI,PREDICTED-PROB,LOGP,MW,QED,SA,QED_DIFF,SA_DIFF,GEN-MOL-IDX,INPUT-MOL-DOCKED-SCORE,GEN-MOL-DOCKED-SCORE
0,Cc1ccc(OC2C=COC3=CCC(C(O)O)OC32)cc1,OC(O)C1CC=C2OC=CC(Oc3ccccc3)C2O1,[16*]c1ccc(C)cc1,[16*]c1ccccc1,0.0012890812940895,1.3299999999999998,276.099773612,0.8151921761660842,4.327395412031216,-0.0131375325754575,-0.0026045879687845,0,-7.3,-6.5
0,Cc1ccc(OC2C=COC3=CCC(C(O)O)OC32)cc1,Cc1ccc(SC2C=COC3=CCC(C(O)O)OC32)cc1,[3*]O[3*],[11*]S[11*],0.0001806945947464,2.351720000000001,306.09258005600003,0.839599837095762,4.580254377655503,0.0112701283542202,0.2502543776555024,1,-7.3,-6.8
0,Cc1ccc(OC2C=COC3=CCC(C(O)O)OC32)cc1,O=C(c1ccccc1)C1C=COC2=CCC(C(O)O)OC21,[3*]Oc1ccc(C)cc1,[6*]C(=O)c1ccccc1,0.0001374216080876,1.3814999999999995,288.099773612,0.6489490879024736,4.376198993040118,-0.1793806208390681,0.0461989930401181,2,-7.3,-7.0
0,Cc1ccc(OC2C=COC3=CCC(C(O)O)OC32)cc1,Cc1ccc(OC2C=COC3=CCC(CC(=O)O)OC32)cc1,[8*]C(O)O,[8*]CC(=O)O,8.560987771488726e-05,2.802420000000001,302.11542367600003,0.926187832441834,4.075821806717782,0.0978581237002921,-0.2541781932822182,3,-7.3,-7.2
0,Cc1ccc(OC2C=COC3=CCC(C(O)O)OC32)cc1,CCCC1CC=C2OC=CC(Oc3ccc(C)cc3)C2O1,[8*]C(O)O,[8*]CCC,8.555479143979028e-05,4.127820000000003,286.156894564,0.8327059124351058,4.062834125448694,0.004376203693564,-0.2671658745513063,4,-7.3,-6.1
0,Cc1ccc(OC2C=COC3=CCC(C(O)O)OC32)cc1,Cc1ccc(OC2C=COC3=CCC(C(=O)C(C)C)OC32)cc1,[8*]C(O)O,[6*]C(=O)C(C)C,8.55381294968538e-05,3.5528200000000023,314.151809184,0.8523028936017647,4.22281692072971,0.0239731848602229,-0.1071830792702899,5,-7.3,-6.5
0,Cc1ccc(OC2C=COC3=CCC(C(O)O)OC32)cc1,COC(=O)CC1CC=C2OC=CC(Oc3ccc(C)cc3)C2O1,[8*]C(O)O,[8*]CC(=O)OC,8.551895734854043e-05,2.890820000000001,316.13107374,0.7995527997806694,4.059262698029334,-0.0287769089608723,-0.2707373019706658,6,-7.3,-6.8
0,Cc1ccc(OC2C=COC3=CCC(C(O)O)OC32)cc1,Cc1ccc(OC2C=COC3=CCC(C(=O)O)OC32)cc1,[8*]C(O)O,[6*]C(=O)O,8.551822975277901e-05,2.41232,288.09977361200004,0.9249403578881008,4.131666685347811,0.0966106491465589,-0.1983333146521895,7,-7.3,-7.6
0,Cc1ccc(OC2C=COC3=CCC(C(O)O)OC32)cc1,COC(=O)C1CC=C2OC=CC(Oc3ccc(C)cc3)C2O1,[8*]C(O)O,[6*]C(=O)OC,8.551742212148383e-05,2.5007200000000003,302.115423676,0.8030233198039219,4.117819608915584,-0.0253063889376198,-0.2121803910844164,8,-7.3,-7.5
0,Cc1ccc(OC2C=COC3=CCC(C(O)O)OC32)cc1,Cc1ccc(OC2C=COC3=CCC(CC(N)=O)OC32)cc1,[8*]C(O)O,[8*]CC(N)=O,8.551710197934881e-05,2.20312,301.131408088,0.925244756580818,4.176206422102397,0.0969150478392762,-0.1537935778976029,9,-7.3,-7.4
0,Cc1ccc(OC2C=COC3=CCC(C(O)O)OC32)cc1,Cc1ccc(OC2C=COC3=CCC(CCO)OC32)cc1,[8*]C(O)O,[8*]CCO,8.551542123313993e-05,2.7101200000000008,288.13615912,0.9251525398357712,4.132879774881228,0.0968228310942295,-0.1971202251187724,10,-7.3,-6.8
0,Cc1ccc(OC2C=COC3=CCC(C(O)O)OC32)cc1,CC(=O)CC1CC=C2OC=CC(Oc3ccc(C)cc3)C2O1,[8*]C(O)O,[8*]CC(C)=O,8.551315841032192e-05,3.306820000000002,300.13615911999995,0.8555243622134003,4.153511916607892,0.0271946534718585,-0.1764880833921083,11,-7.3,-6.9
0,Cc1ccc(OC2C=COC3=CCC(C(O)O)OC32)cc1,CSCC1CC=C2OC=CC(Oc3ccc(C)cc3)C2O1,[8*]C(O)O,[8*]CSC,8.550856728106737e-05,3.6907200000000016,304.11331549999994,0.8477020021856072,4.274189989257016,0.0193722934440654,-0.0558100107429844,12,-7.3,-5.9
0,Cc1ccc(OC2C=COC3=CCC(C(O)O)OC32)cc1,CCC(=O)C1CC=C2OC=CC(Oc3ccc(C)cc3)C2O1,[8*]C(O)O,[6*]C(=O)CC,8.550270285923034e-05,3.306820000000002,300.13615911999995,0.8555243622134003,4.207747081443057,0.0271946534718585,-0.1222529185569429,13,-7.3,-7.1
0,Cc1ccc(OC2C=COC3=CCC(C(O)O)OC32)cc1,Cc1ccc(OC2C=COC3=CCC(CC(C)C)OC32)cc1,[8*]C(O)O,[8*]CC(C)C,8.550044003641233e-05,4.373820000000004,300.172544628,0.8259146682164668,4.077230597926572,-0.002415040525075,-0.2527694020734277,14,-7.3,-6.7
0,Cc1ccc(OC2C=COC3=CCC(C(O)O)OC32)cc1,CCCCC1CC=C2OC=CC(Oc3ccc(C)cc3)C2O1,[8*]C(O)O,[8*]CCCC,8.549626363674179e-05,4.517920000000004,300.172544628,0.8000080384492448,4.014968200948552,-0.0283216702922969,-0.3150317990514484,15,-7.3,-6.6
