INPUT-MOL-SMI,GEN-MOL-SMI,OLD-FRAG,NEW-FRAG,USED-REPLACEMENT-SMILES,USED-REPLACEMENT-FREQ,LOGP,MW,QED,SA,QED_DIFF,SA_DIFF,INPUT-MOL-IDX,GEN-MOL-IDX,INPUT-MOL-DOCKED-SCORE,GEN-MOL-DOCKED-SCORE
O=C(O)OC[C@@H](C[C@@H](O)C(=O)O)SC[C@H](O)CO,O=C(O)NC[C@@H](C[C@@H](O)C(=O)O)SC[C@H](O)CO,[*]O[*],[*]N[*],[*:1]-[OH0]-[*:2]>>[*:1]-[NH1]-[*:2],1876,-1.4553999999999998,283.072572884,0.3008305969184768,4.063506019549126,-0.0346239164945239,-0.0864939804508733,0,0,-5.8,-6.0
O=C(O)OC[C@@H](C[C@@H](O)C(=O)O)SC[C@H](O)CO,O=C(O)NC[C@@H](C[C@@H](O)C(=O)O)SC[C@H](O)CO,[*]O[*],[*]N[*],[*:1]-[OH0]-[*:2]>>[*:1]-[NH1]-[*:2],1876,-1.4553999999999998,283.072572884,0.3008305969184768,4.063506019549126,-0.0346239164945239,-0.0864939804508733,0,1,-5.8,-6.0
O=C(O)OC[C@@H](C[C@@H](O)C(=O)O)SC[C@H](O)CO,O=C(O)COC[C@@H](C[C@@H](O)C(=O)O)SC[C@H](O)CO,[*]O[*],[*]OC[*],[*:1]-[OH0]-[*:2]>>[*:1]-[OH0]-[CH2]-[*:2],780,-1.6217999999999984,298.072238536,0.3035911482647133,4.038573239209389,-0.0318633651482874,-0.1114267607906107,0,2,-5.8,-5.6
O=C(O)OC[C@@H](C[C@@H](O)C(=O)O)SC[C@H](O)CO,O=C(O)OCC[C@@H](C[C@@H](O)C(=O)O)SC[C@H](O)CO,[*]O[*],[*]OC[*],[*:1]-[OH0]-[*:2]>>[*:1]-[OH0]-[CH2]-[*:2],780,-0.6382999999999999,298.072238536,0.3324272842315473,4.120766777670927,-0.0030272291814534,-0.0292332223290721,0,3,-5.8,-6.0
O=C(O)OC[C@@H](C[C@@H](O)C(=O)O)SC[C@H](O)CO,O=C(O)SC[C@@H](C[C@@H](O)C(=O)O)SC[C@H](O)CO,[*]O[*],[*]S[*],[*:1]-[OH0]-[*:2]>>[*:1]-[SH0]-[*:2],682,-0.3117999999999999,300.033744852,0.3881615434845291,4.393822222495117,0.0527070300715283,0.2438222224951172,0,4,-5.8,-5.3
O=C(O)OC[C@@H](C[C@@H](O)C(=O)O)SC[C@H](O)CO,O=C(O)SC[C@@H](C[C@@H](O)C(=O)O)SC[C@H](O)CO,[*]O[*],[*]S[*],[*:1]-[OH0]-[*:2]>>[*:1]-[SH0]-[*:2],682,-0.3117999999999999,300.033744852,0.3881615434845291,4.393822222495117,0.0527070300715283,0.2438222224951172,0,5,-5.8,-5.9
O=C(O)OC[C@@H](C[C@@H](O)C(=O)O)SC[C@H](O)CO,O=C(O)OC[C@@H](C[C@@H](O)C(=O)O)OC[C@H](O)CO,[*]S[*],[*]O[*],[*:1]-[SH0]-[*:2]>>[*:1]-[OH0]-[*:2],682,-1.7449999999999977,268.07943209200005,0.3062025719681743,3.831730242135052,-0.0292519414448265,-0.3182697578649476,0,6,-5.8,-5.4
O=C(O)OC[C@@H](C[C@@H](O)C(=O)O)SC[C@H](O)CO,O=C(O)OC[C@@H](C[C@@H](O)C(=O)O)OC[C@H](O)CO,[*]S[*],[*]O[*],[*:1]-[SH0]-[*:2]>>[*:1]-[OH0]-[*:2],682,-1.7449999999999977,268.07943209200005,0.3062025719681743,3.831730242135052,-0.0292519414448265,-0.3182697578649476,0,7,-5.8,-5.8
O=C(O)OC[C@@H](C[C@@H](O)C(=O)O)SC[C@H](O)CO,O=C(O)OCCOC[C@@H](C[C@@H](O)C(=O)O)SC[C@H](O)CO,[*]O[*],[*]OCCO[*],[*:1]-[OH0]-[*:2]>>[*:1]-[OH0]-[CH2]-[CH2]-[OH0]-[*:2],396,-1.0117999999999991,328.08280322,0.2221947011157995,4.080231355677479,-0.1132598122972013,-0.0697686443225205,0,8,-5.8,-5.6
O=C(O)OC[C@@H](C[C@@H](O)C(=O)O)SC[C@H](O)CO,O=C(O)OCCOC[C@@H](C[C@@H](O)C(=O)O)SC[C@H](O)CO,[*]O[*],[*]OCCO[*],[*:1]-[OH0]-[*:2]>>[*:1]-[OH0]-[CH2]-[CH2]-[OH0]-[*:2],396,-1.0117999999999991,328.0828032199999,0.2221947011157995,4.080231355677479,-0.1132598122972013,-0.0697686443225205,0,9,-5.8,-6.0
