INPUT-MOL-IDX,INPUT-MOL-SMI,GEN-MOL-SMI,LEAVING-FRAG-SMI,INSERTING-FRAG-SMI,PREDICTED-PROB,LOGP,MW,QED,SA,QED_DIFF,SA_DIFF,GEN-MOL-IDX,INPUT-MOL-DOCKED-SCORE,GEN-MOL-DOCKED-SCORE
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,CC(C)CC[C@@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[8*]CCC(C)C,7.600364915560931e-05,1.7688999999999997,314.06842623999995,0.6652501356237163,5.671252032291011,0.1357022703750141,-0.1887479677089887,0,-6.5,-6.4
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,CCCCC[C@@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[8*]CCCCC,7.600253593409434e-05,1.9130000000000007,314.06842623999995,0.5087001497702973,5.518901266540924,-0.0208477154784048,-0.3410987334590754,1,-6.5,-5.7
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,CCCC[C@@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[8*]CCCC,7.599474338348955e-05,1.5228999999999997,300.05277617599995,0.6621530814024849,5.665865351954825,0.1326052161537827,-0.194134648045174,2,-6.5,-5.9
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,CC(C)CCC[C@@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[8*]CCCC(C)C,7.598878437420353e-05,2.159000000000001,328.08407630399995,0.6427822232216732,5.535009834384175,0.1132343579729711,-0.3249901656158247,3,-6.5,-6.2
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,C[C@]1(CC2CCCCC2)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[8*]CC1CCCCC1,7.59882532292977e-05,2.303100000000002,340.08407630399995,0.6756537849389124,5.393007672462717,0.1461059196902102,-0.466992327537282,4,-6.5,-7.4
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,C[C@]1(CC2CCCC2)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[8*]CC1CCCC1,7.598353113280609e-05,1.9130000000000007,326.06842623999995,0.6789509756036493,5.507691702516043,0.1494031103549471,-0.3523082974839564,5,-6.5,-6.9
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,C[C@]1(CC2CCCCCC2)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[8*]CC1CCCCCC1,7.597588410135359e-05,2.6932000000000023,354.0997263679999,0.5273929183378406,5.292477693946244,-0.0021549469108614,-0.5675223060537551,6,-6.5,-7.1
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,CC(C)C(=O)[C@@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[6*]C(=O)C(C)C,7.597445073770359e-05,0.5577999999999999,314.0320407319999,0.6447996176441101,5.8099106748249465,0.1152517523954079,-0.0500893251750529,7,-6.5,-5.7
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,CC(=O)CC[C@@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[8*]CCC(C)=O,7.597413787152618e-05,0.7018999999999997,314.0320407319999,0.6353821482826004,5.731178729123589,0.1058342830338983,-0.1288212708764105,8,-6.5,-6.3
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,CCC(=O)C[C@@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[8*]CC(=O)CC,7.59693284635432e-05,0.7018999999999997,314.0320407319999,0.6353821482826004,5.789948864870197,0.1058342830338983,-0.0700511351298027,9,-6.5,-5.8
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,C[C@]1(CC(=O)O)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[8*]CC(=O)O,7.596384239150211e-05,-0.1926000000000002,301.995655224,0.5207395604547481,5.803536388061575,-0.008808304793954,-0.0564636119384243,10,-6.5,-6.1
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,CC(C)=CC[C@@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[8*]CC=C(C)C,7.596243085572496e-05,1.689,312.05277617599995,0.5365519351798592,5.852807688399608,0.007004069931157,-0.0071923116003915,11,-6.5,-6.4
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,CCOCC[C@@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[8*]CCOCC,7.596213254146278e-05,0.7592999999999996,316.0476907959999,0.4869095721835266,5.658334698493586,-0.0426382930651755,-0.2016653015064138,12,-6.5,-5.6
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,COC(=O)C[C@@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[8*]CC(=O)OC,7.595989882247522e-05,-0.1042000000000001,316.011305288,0.4812883608190607,5.661402258535355,-0.0482595044296413,-0.1985977414646447,13,-6.5,-5.7
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,CC(=O)C[C@@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[8*]CC(C)=O,7.595466013299301e-05,0.3117999999999999,300.016390668,0.6355231858351813,5.863640234215421,0.1059753205864791,0.0036402342154211,14,-6.5,-6.3
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,CC(=O)OCC[C@@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[8*]CCOC(C)=O,7.595380884595215e-05,0.2858999999999999,330.026955352,0.4815605282835476,5.593776501050841,-0.0479873369651545,-0.2662234989491585,15,-6.5,-6.5
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,C[C@]1(CCCCF)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[8*]CCCCF,7.595103670610115e-05,1.4724999999999997,318.043354364,0.5038029115333388,5.786241207369326,-0.0257449537153633,-0.0737587926306737,16,-6.5,-6.1
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,COC(=O)CC[C@@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[8*]CCC(=O)OC,7.594910857733339e-05,0.2858999999999996,330.026955352,0.4815605282835476,5.545002142076482,-0.0479873369651545,-0.3149978579235171,17,-6.5,-6.0
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,C[C@]1(CCC(=O)O)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[8*]CCC(=O)O,7.59455724619329e-05,0.1974999999999999,316.011305288,0.5242790577267766,5.652005878444857,-0.0052688075219254,-0.2079941215551422,18,-6.5,-5.9
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,C[C@]1(CCCO)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[8*]CCCO,7.594515773234889e-05,0.1051999999999999,302.032040732,0.5283545469011828,5.777586859019189,-0.0011933183475193,-0.0824131409808099,19,-6.5,-5.3
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,C[C@]1(CCCS)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[8*]CCCS,7.594380440423265e-05,1.0426999999999995,318.0091971119999,0.44407758909183,6.034260642378687,-0.085470276156872,0.1742606423786874,20,-6.5,-5.3
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,CC(=O)CCC[C@@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[8*]CCCC(C)=O,7.594287308165804e-05,1.092,328.0476907959999,0.6208834814727008,5.605004706179047,0.0913356162239986,-0.2549952938209525,21,-6.5,-5.8
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,CSCC[C@@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[8*]CCSC,7.594221096951514e-05,1.0857999999999997,318.0091971119999,0.6481042381622696,5.925944158862203,0.1185563729135674,0.0659441588622034,22,-6.5,-5.4
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,C[C@]1(CCCN)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[8*]CCCN,7.593937334604561e-05,0.0715999999999999,301.04802514399995,0.5260048865768686,5.805801929662831,-0.0035429786718335,-0.0541980703371685,23,-6.5,-5.9
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,COCCC[C@@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[8*]CCCOC,7.593907503178343e-05,0.7592999999999996,316.0476907959999,0.4869095721835266,5.610991503227314,-0.0426382930651755,-0.2490084967726851,24,-6.5,-6.0
0,C[C@H](CC(=O)O)[C@]1(C)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,C[C@]1(Cc2ccccc2)O[C@@H]2OP(OP(O)O)O[C@@H]2[C@H]1O,[8*][C@H](C)CC(=O)O,[8*]Cc1ccccc1,7.593902410008013e-05,1.5754,334.03712611199995,0.7192273967069015,5.130616016660891,0.1896795314581993,-0.7293839833391083,25,-6.5,-7.0
